DATE;Holiday;Temperature;Solar_Irradiation;Power;DATE_YYYY_MM_DD;DATE_year;DATE_month_year;DATE_week_year;DATE_day_year;DATE_day_month;DATE_day_week;DATE_hour_year;DATE_hour_week;DATE_hour_day;DATE_weekday;slope_Temp;slope_Irrad;intercept;minimum;Power_fitted;Power_residuals;IS_Outlier
2019-06-12 07:00:00+00:00;True;17.17;414.6;0.0;2019-06-12;2019;6;24;163;12;2;3895;55;7;True;-2.734048893387398;-0.002123539800779;44.96840994942633;0.1144417829498252;0.1144417829498252;0.1144417829498252;False
2019-06-12 08:00:00+00:00;True;17.83;551.24;0.0;2019-06-12;2019;6;24;163;12;2;3896;56;8;True;-3.362495855467823;-7.46083932226612e-09;56.12245192771845;5.094986406353794;5.094986406353794;5.094986406353794;False
2019-06-12 09:00:00+00:00;True;17.77;564.52;2.2;2019-06-12;2019;6;24;163;12;2;3897;57;9;True;-5.550744248811054;-0.1032906046673596;138.9052256041178;3.572046092425431;3.572046092425431;1.372046092425431;False
2019-06-12 10:00:00+00:00;True;18.97;758.07;0.7;2019-06-12;2019;6;24;163;12;2;3898;58;10;True;-5.754298391034531;-0.0142145189410173;121.24237564662556;8.750429635097445;8.750429635097445;8.050429635097446;False
2019-06-12 11:00:00+00:00;True;19.4;826.27;2.5;2019-06-12;2019;6;24;163;12;2;3899;59;11;True;-5.687775858734942;-0.0364141133311361;124.82527188023197;3.302422925922244;3.302422925922244;0.8024229259222442;False
2019-06-12 12:00:00+00:00;True;20.1;807.55;0.0;2019-06-12;2019;6;24;163;12;2;3900;60;12;True;-5.2067836952776485;-0.0107996412328288;120.45195294207164;2.5641044667527138;7.074350389419996;7.074350389419996;False
2019-06-12 13:00:00+00:00;True;20.81;788.44;5.7;2019-06-12;2019;6;24;163;12;2;3901;61;13;True;-5.176249620000769;-0.0043959264844079;115.48373659321942;0.1027003610438065;4.300057723636858;-1.3999422763631424;False
2019-06-12 14:00:00+00:00;True;21.4;738.06;0.1;2019-06-12;2019;6;24;163;12;2;3902;62;14;True;-5.21365070260293;-0.0353095456020313;123.30955156357184;11.193438317582244;11.193438317582244;11.093438317582244;False
2019-06-12 15:00:00+00:00;True;21.36;471.29;6.2;2019-06-12;2019;6;24;163;12;2;3903;63;15;True;-5.143830828796597;-0.1683573450014476;128.59512143609317;8.475060436484487;8.475060436484487;2.2750604364844866;False
2019-06-12 16:00:00+00:00;True;21.87;488.37;4.7;2019-06-12;2019;6;24;163;12;2;3904;64;16;True;-5.290082853039296;-0.166708096222075;123.65818545834068;10.0665198950227;10.0665198950227;5.366519895022701;False
2019-06-12 17:00:00+00:00;True;21.83;375.29;0.1;2019-06-12;2019;6;24;163;12;2;3905;65;17;True;-4.444127636415741;-0.4154103882560503;105.13980612816236;7.14580711752368;7.14580711752368;7.0458071175236805;False
2019-06-12 18:00:00+00:00;True;21.52;224.52;0.4;2019-06-12;2019;6;24;163;12;2;3906;66;18;True;-2.588688008649852;-0.1538735889087053;58.425815290034926;3.239948970707049;3.239948970707049;2.839948970707049;False
2019-06-12 19:00:00+00:00;True;20.42;105.1;0.0;2019-06-12;2019;6;24;163;12;2;3907;67;19;True;-2.930675394057916;-0.6808128281147203;54.8749775064276;1.3055112079410065;1.3055112079410065;1.3055112079410065;False
2019-06-12 20:00:00+00:00;True;19.02;33.04;7.2;2019-06-12;2019;6;24;163;12;2;3908;68;20;True;-3.1012069764091605;-0.787201226112009;56.71868272221064;2.061246041004629;2.061246041004629;-5.1387539589953715;False
2019-06-12 21:00:00+00:00;True;17.86;2.47;3.4;2019-06-12;2019;6;24;163;12;2;3909;69;21;True;-2.539376406295227;-1.391844007065277;49.71954058518559;3.4072032117257662;3.4072032117257662;0.007203211725766323;False
2019-06-12 22:00:00+00:00;True;17.01;0.01;1.2;2019-06-12;2019;6;24;163;12;2;3910;70;22;True;-2.165289235603244;-5.865754050831227e-08;37.264027264043584;1.187656291167615;1.187656291167615;-0.012343708832385003;False
